INSERT INTO Member (member_id, member_email, member_phone_number, loyalty_level_id, member_date_of_birth) VALUES ('1', 'uaxton0@slideshare.net', '60181276972', '3', '29-Nov-1989');
INSERT INTO Member (member_id, member_email, member_phone_number, loyalty_level_id, member_date_of_birth) VALUES ('161', 'jfarnham4g@topsy.com', '60171817634', '4', '5-Aug-1972');
INSERT INTO Member (member_id, member_email, member_phone_number, loyalty_level_id, member_date_of_birth) VALUES ('162', 'kmcgeraghty4h@hatena.ne.jp', '60136415031', '8', '27-Mar-1977');
INSERT INTO Member (member_id, member_email, member_phone_number, loyalty_level_id, member_date_of_birth) VALUES ('163', 'ereville4i@opera.com', '60197679149', '2', '9-Aug-1992');
INSERT INTO Member (member_id, member_email, member_phone_number, loyalty_level_id, member_date_of_birth) VALUES ('164', 'vduguid4j@umn.edu', '60179001461', '7', '8-Dec-1987');
INSERT INTO Member (member_id, member_email, member_phone_number, loyalty_level_id, member_date_of_birth) VALUES ('165', 'rplampeyn4k@spotify.com', '60141376466', '6', '6-Oct-1974');
INSERT INTO Member (member_id, member_email, member_phone_number, loyalty_level_id, member_date_of_birth) VALUES ('166', 'fcristofanini4l@feedburner.com', '60117862169', '7', '6-Oct-1973');
INSERT INTO Member (member_id, member_email, member_phone_number, loyalty_level_id, member_date_of_birth) VALUES ('167', 'mlafuente4m@marketwatch.com', '60172753954', '7', '19-May-1996');
INSERT INTO Member (member_id, member_email, member_phone_number, loyalty_level_id, member_date_of_birth) VALUES ('168', 'fjanek4n@phpbb.com', '60134430795', '3', '1-Apr-2000');
INSERT INTO Member (member_id, member_email, member_phone_number, loyalty_level_id, member_date_of_birth) VALUES ('169', 'aallery4o@google.com', '60128868675', '2', '2-Mar-1983');
INSERT INTO Member (member_id, member_email, member_phone_number, loyalty_level_id, member_date_of_birth) VALUES ('170', 'haulds4p@github.io', '60117237856', '6', '24-Sep-2004');
INSERT INTO Member (member_id, member_email, member_phone_number, loyalty_level_id, member_date_of_birth) VALUES ('171', 'bhardwidge4q@house.gov', '60132435785', '4', '14-Oct-1993');
INSERT INTO Member (member_id, member_email, member_phone_number, loyalty_level_id, member_date_of_birth) VALUES ('172', 'gjarville4r@canalblog.com', '60163846152', '1', '6-Jan-1982');
INSERT INTO Member (member_id, member_email, member_phone_number, loyalty_level_id, member_date_of_birth) VALUES ('173', 'vperryn4s@exblog.jp', '60154564573', '7', '12-Jan-1995');
INSERT INTO Member (member_id, member_email, member_phone_number, loyalty_level_id, member_date_of_birth) VALUES ('174', 'scinelli4t@bloglines.com', '60137804034', '10', '14-Aug-1979');
INSERT INTO Member (member_id, member_email, member_phone_number, loyalty_level_id, member_date_of_birth) VALUES ('175', 'avandenbroek4u@tripod.com', '60132323552', '10', '28-Aug-1989');
INSERT INTO Member (member_id, member_email, member_phone_number, loyalty_level_id, member_date_of_birth) VALUES ('176', 'rsedgeworth4v@mail.ru', '60194326558', '9', '25-Jul-1991');
